Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
UP_SEQ_FEATURE,DNA-binding region:Homeobox,11,6.395348837,3.94E-06,"PHOX2A, CDX2, ONECUT1, POU6F2, NKX2-8, PAX6, LHX4, HOXB13, LHX6, PDX1, CUX1",158,190,19113,7.003431046,0.002678254,8.94E-04,0.005916847
GOTERM_BP_FAT,GO:0010629~negative regulation of gene expression,19,11.04651163,4.46E-06,"DNMT3A, BMP2, CDX2, PPARG, PAX5, PDX1, PROX1, WT1, SALL4, IRF8, HOPX, ID4, TCF4, CUX1, ZFHX3, RUNX2, TWIST2, KLF4, FOXD3",141,504,13528,3.616908702,0.006618976,1.48E-04,0.007399256
GOTERM_BP_FAT,GO:0045597~positive regulation of cell differentiation,13,7.558139535,4.49E-06,"BMP2, CDX2, FOXA2, TGFBR2, PPARG, PAX6, SLIT2, EPHB2, NTRK3, HOPX, RUNX2, ZFHX3, IGFBP3",141,229,13528,5.446560748,0.006667115,1.45E-04,0.007453249
GOTERM_BP_FAT,GO:0042127~regulation of cell proliferation,24,13.95348837,5.63E-06,"DLEC1, CAV1, BMP2, CDX2, FLT3, NKX2-8, PPARG, TGFBR2, PAX6, PDX1, GAS1, PROX1, ALDH1A2, ALOX15B, BTG3, GATA4, FABP3, ID4, PTCH1, SCGB3A1, IGFBP3, RUNX2, KLF4, RUNX3",141,787,13528,2.925842818,0.008347285,1.78E-04,0.009339335
GOTERM_BP_FAT,GO:0010605~negative regulation of macromolecule metabolic process,23,13.37209302,6.19E-06,"DNMT3A, CAV1, BMP2, CDX2, PPARG, TTF1, PAX5, ITGB3, PDX1, PROX1, WT1, SALL4, IRF8, HOPX, ID4, TCF4, CUX1, IGFBP3, ZFHX3, RUNX2, TWIST2, KLF4, FOXD3",141,734,13528,3.006396506,0.009180204,1.92E-04,0.010275505
GOTERM_BP_FAT,GO:0003002~regionalization,12,6.976744186,6.24E-06,"ALDH1A2, EGR2, FOXA2, SFRP1, SFRP2, GATA4, PAX6, PCDH8, PTCH1, GAS1, GREM1, WNT7A",141,197,13528,5.844259639,0.009255486,1.90E-04,0.010360158
GOTERM_BP_FAT,GO:0001822~kidney development,9,5.23255814,6.63E-06,"ALDH1A2, BMP2, SOX11, FOXC1, GREM1, PROX1, WT1, SLIT2, BCL2L11",141,96,13528,8.994680851,0.009835007,1.98E-04,0.011012027
UP_SEQ_FEATURE,signal peptide,50,29.06976744,8.41E-06,"OPCML, SRPX, GSN, CNTNAP2, SEMA3B, UNC5D, HTRA3, UNC5C, LRRC4, RECK, TMEFF2, TMEFF1, PCDH9, PCDH8, SLIT2, AMH, ADAMTS9, THBD, PLA2G7, SCGB3A1, FAM172A, PLXNC1, PCDHGC3, ITGB3, GREM1, EPHB2, SHISA3, FAT1, PKD1, BMP2, KL, FLT3, PCDH10, TGFBR2, GAS1, PCDH17, CACNA2D3, NTRK3, NOTCH3, SFRP5, C2ORF40, DKK3, FBLN1, SFRP1, THSD1, SFRP2, SFRP4, DSC3, WNT7A, IGFBP3",158,3250,19113,1.861051607,0.005711429,0.001430926,0.012636584
SP_PIR_KEYWORDS,signal,50,29.06976744,8.55E-06,"OPCML, SRPX, GSN, CNTNAP2, SEMA3B, UNC5D, HTRA3, UNC5C, LRRC4, RECK, TMEFF2, TMEFF1, PCDH9, PCDH8, SLIT2, AMH, ADAMTS9, THBD, PLA2G7, SCGB3A1, FAM172A, PLXNC1, PCDHGC3, ITGB3, GREM1, EPHB2, SHISA3, FAT1, PKD1, BMP2, KL, FLT3, PCDH10, TGFBR2, GAS1, PCDH17, CACNA2D3, NTRK3, NOTCH3, SFRP5, C2ORF40, DKK3, FBLN1, SFRP1, THSD1, SFRP2, SFRP4, DSC3, WNT7A, IGFBP3",159,3250,19235,1.861151427,0.001921023,1.75E-04,0.010917396
GOTERM_BP_FAT,GO:0050767~regulation of neurogenesis,11,6.395348837,8.60E-06,"NOTCH3, NTRK3, ASCL1, BMP2, FOXA2, PPARG, PAX6, ID4, WNT7A, SLIT2, EPHB2",141,166,13528,6.357686063,0.012730365,2.51E-04,0.014274505
GOTERM_BP_FAT,GO:0002009~morphogenesis of an epithelium,9,5.23255814,9.68E-06,"ALDH1A2, BMP2, TFAP2A, HOXB13, PCDH8, PTCH1, PDX1, GREM1, PROX1",141,101,13528,8.549399621,0.014320623,2.77E-04,0.01607043
GOTERM_BP_FAT,GO:0048732~gland development,10,5.813953488,1.09E-05,"ALDH1A2, CAV1, SFRP1, ALOX15B, PAX6, HOXB13, FOXC1, PTCH1, CDO1, BCL2L11",141,135,13528,7.106908327,0.016117607,3.07E-04,0.018103266
SMART,SM00389:HOX,14,8.139534884,1.15E-05,"PHOX2A, CDX2, ONECUT1, POU6F2, NKX2-8, IRX1, PAX6, HOXB13, PDX1, LHX4, HOPX, LHX6, CUX1, ZFHX3",120,235,9079,4.507304965,0.001083374,0.001083374,0.012649133
GOTERM_BP_FAT,GO:0007411~axon guidance,9,5.23255814,1.48E-05,"EGR2, PAX6, LHX4, SEMA3B, UNC5C, GAS1, SLIT2, RUNX3, EPHB2",141,107,13528,8.069994035,0.021842351,4.09E-04,0.024603946
SP_PIR_KEYWORDS,LIM domain,7,4.069767442,2.57E-05,"PRICKLE1, FHL1, ZNF185, PDLIM4, LHX4, LHX6, TES",159,71,19235,11.92709717,0.005776286,4.83E-04,0.03288723
GOTERM_BP_FAT,GO:0051960~regulation of nervous system development,11,6.395348837,3.05E-05,"NOTCH3, NTRK3, ASCL1, BMP2, FOXA2, PPARG, PAX6, ID4, WNT7A, SLIT2, EPHB2",141,192,13528,5.496749409,0.044399584,8.25E-04,0.050590107
GOTERM_MF_FAT,GO:0003702~RNA polymerase II transcription factor activity,12,6.976744186,3.12E-05,"FOXA2, NKX2-8, IRF8, GATA4, FOXC1, IRF4, PDX1, CUX1, PROX1, ZFHX3, RUNX2, KLF4",130,244,12983,4.911601513,0.007854984,0.001575956,0.040560506
UP_SEQ_FEATURE,splice variant,87,50.58139535,4.30E-05,"DLEC1, NUAK1, POU6F2, PPP2R5C, PPARG, PDLIM4, PAX6, CBFA2T3, SRPX, GSN, RASL10A, CNTNAP2, UNC5D, SEMA3B, UNC5C, HTRA3, TMEFF2, TMEFF1, DAB2IP, L3MBTL4, EGR2, PCDH9, PCDH8, BASP1, WNK2, BCL2L11, SLIT2, DAPK1, PRKCB, DOK1, EYA4, ADAMTS9, ALOX15B, BTG3, SRGAP3, TFAP2A, RBM38, BIN1, CUX1, FAM172A, CAMTA1, CAV1, RAP1GAP, PANX2, FHL1, AKAP12, ITGB3, PCDHGC3, GREM1, WT1, EPHB2, HIC1, PLAGL1, ALDH1A2, AHRR, NDRG4, PYCARD, PLEKHO1, PKD1, LHX6, TCF4, PPP2R2C, RUNX2, RUNX3, TES, DNMT3A, KLF6, KL, CPNE7, TGFBR2, PCDH17, CACNA2D3, TP73, NTRK3, FBLN1, THSD1, RPS6KA2, EBF3, RASSF1, HOPX, DSC3, TNK1, SYNM, IRF4, CMTM3, ZFHX3, KLF4",158,7458,19113,1.411135269,0.0288905,0.005846054,0.064659763
GOTERM_BP_FAT,GO:0000904~cell morphogenesis involved in differentiation,12,6.976744186,4.60E-05,"BMP2, EGR2, NKX2-8, PAX6, LHX4, SEMA3B, UNC5C, GAS1, PROX1, SLIT2, RUNX3, EPHB2",141,244,13528,4.718521102,0.066178602,0.001221933,0.076261836
GOTERM_BP_FAT,GO:0048608~reproductive structure development,9,5.23255814,4.84E-05,"AMH, FOXL2, SFRP1, ALOX15B, HOXB13, FOXC1, WNT7A, WT1, BCL2L11",141,126,13528,6.853090172,0.069633383,0.001265454,0.080388442
GOTERM_BP_FAT,GO:0035239~tube morphogenesis,9,5.23255814,5.13E-05,"BMP2, FOXA2, GATA4, TGFBR2, TFAP2A, HOXB13, PTCH1, GREM1, BCL2L11",141,127,13528,6.799128832,0.073521718,0.001315766,0.085051077
INTERPRO,"IPR001781:Zinc finger, LIM-type",7,4.069767442,5.18E-05,"PRICKLE1, FHL1, ZNF185, PDLIM4, LHX4, LHX6, TES",152,73,16659,10.50946287,0.017771961,0.004472911,0.070735099
GOTERM_CC_FAT,GO:0005615~extracellular space,18,10.46511628,5.75E-05,"BMP2, KL, GREM1, TNFSF9, SLIT2, SFRP5, DKK3, AMH, FBLN1, THBD, SFRP1, GSN, AKR1B1, SFRP4, PLA2G7, SCGB3A1, IGFBP3, CMTM3",109,685,12782,3.081443782,0.009333853,0.009333853,0.069665085
GOTERM_BP_FAT,GO:0045664~regulation of neuron differentiation,9,5.23255814,7.11E-05,"NOTCH3, NTRK3, ASCL1, FOXA2, PAX6, ID4, WNT7A, SLIT2, EPHB2",141,133,13528,6.492401216,0.100554892,0.001794612,0.118012588
GOTERM_BP_FAT,GO:0021915~neural tube development,7,4.069767442,7.13E-05,"ALDH1A2, FOXA2, PAX6, TFAP2A, PTCH1, GAS1, PROX1",141,68,13528,9.876512307,0.100790415,0.001769086,0.118304044
GOTERM_BP_FAT,GO:0048568~embryonic organ development,10,5.813953488,7.42E-05,"ALDH1A2, FOXL2, GATA4, TGFBR2, SH2B3, TFAP2A, GAS1, ZIC1, PROX1, FOXD3",141,172,13528,5.578096652,0.104620185,0.001809955,0.12305396
GOTERM_BP_FAT,GO:0048592~eye morphogenesis,7,4.069767442,7.74E-05,"GNAT1, FOXL2, SOX1, PAX6, GAS1, PROX1, EPHB2",141,69,13528,9.733374448,0.108969649,0.001859186,0.128472857
GOTERM_BP_FAT,GO:0000902~cell morphogenesis,14,8.139534884,8.23E-05,"SFRP5, BMP2, EGR2, ONECUT1, NKX2-8, PAX6, LHX4, SEMA3B, UNC5C, GAS1, PROX1, SLIT2, RUNX3, EPHB2",141,356,13528,3.773049645,0.115473409,0.001945766,0.136624739
SP_PIR_KEYWORDS,chromosomal rearrangement,11,6.395348837,1.06E-04,"DAB2IP, FBLN1, TGFBR2, SRGAP3, LHX4, CNTNAP2, PAX5, IRF4, CBFA2T3, ETV6, WT1",159,279,19235,4.769617457,0.023677938,0.001841592,0.135967226
GOTERM_BP_FAT,GO:0050680~negative regulation of epithelial cell proliferation,5,2.906976744,1.17E-04,"NKX2-8, PAX6, PTCH1, GAS1, RUNX3",141,25,13528,19.18865248,0.160476847,0.002729412,0.194711416
GOTERM_BP_FAT,GO:0060541~respiratory system development,8,4.651162791,1.28E-04,"ASCL1, ALDH1A2, FOXA2, NKX2-8, TGFBR2, HOPX, CUX1, PROX1",141,108,13528,7.106908327,0.173377236,0.00292505,0.21193076
UP_SEQ_FEATURE,domain:Cadherin 5,7,4.069767442,1.33E-04,"FAT1, PCDH10, DSC3, PCDH9, PCDH8, PCDHGC3, PCDH17",158,95,19113,8.913457695,0.086497937,0.014965166,0.199406203
UP_SEQ_FEATURE,compositionally biased region:Pro/Ser/Thr-rich,4,2.325581395,1.46E-04,"EBF3, PAX6, RUNX2, RUNX3",158,13,19113,37.22103213,0.094891612,0.014141989,0.219729941
GOTERM_BP_FAT,GO:0007409~axonogenesis,10,5.813953488,1.78E-04,"EGR2, NKX2-8, PAX6, LHX4, SEMA3B, UNC5C, GAS1, SLIT2, RUNX3, EPHB2",141,193,13528,4.971153493,0.233374251,0.004018518,0.29567403
SP_PIR_KEYWORDS,alternative splicing,85,49.41860465,1.88E-04,"DLEC1, NUAK1, POU6F2, PPP2R5C, PPARG, PDLIM4, PAX6, CBFA2T3, SRPX, GSN, RASL10A, CNTNAP2, UNC5D, SEMA3B, HTRA3, UNC5C, TMEFF2, TMEFF1, DAB2IP, L3MBTL4, EGR2, PCDH9, PCDH8, BASP1, WNK2, BCL2L11, SLIT2, DAPK1, PRKCB, DOK1, EYA4, ADAMTS9, ALOX15B, BTG3, SRGAP3, TFAP2A, RBM38, BIN1, CUX1, FAM172A, CAMTA1, RAP1GAP, PANX2, FHL1, AKAP12, ITGB3, PCDHGC3, GREM1, WT1, EPHB2, HIC1, PLAGL1, ALDH1A2, AHRR, NDRG4, PYCARD, PLEKHO1, PKD1, LHX6, TCF4, PPP2R2C, RUNX2, RUNX3, TES, KLF6, KL, CPNE7, TGFBR2, PCDH17, CACNA2D3, TP73, NTRK3, FBLN1, THSD1, RPS6KA2, EBF3, RASSF1, HOPX, DSC3, TNK1, SYNM, IRF4, CMTM3, ZFHX3, KLF4",159,7488,19235,1.373245411,0.041515349,0.003024113,0.240465956
UP_SEQ_FEATURE,domain:Cadherin 3,7,4.069767442,1.96E-04,"FAT1, PCDH10, DSC3, PCDH9, PCDH8, PCDHGC3, PCDH17",158,102,19113,8.301749814,0.125167286,0.016576398,0.29460047
UP_SEQ_FEATURE,domain:Cadherin 4,7,4.069767442,1.96E-04,"FAT1, PCDH10, DSC3, PCDH9, PCDH8, PCDHGC3, PCDH17",158,102,19113,8.301749814,0.125167286,0.016576398,0.29460047
PIR_SUPERFAMILY,PIRSF038705:secreted frizzled-related protein,3,1.744186047,2.13E-04,"SFRP5, SFRP1, SFRP2",64,3,7396,115.5625,0.016064644,0.016064644,0.223986827
UP_SEQ_FEATURE,domain:Cadherin 1,7,4.069767442,2.30E-04,"FAT1, PCDH10, DSC3, PCDH9, PCDH8, PCDHGC3, PCDH17",158,105,19113,8.064556962,0.144979804,0.017252791,0.3449804
UP_SEQ_FEATURE,domain:Cadherin 2,7,4.069767442,2.30E-04,"FAT1, PCDH10, DSC3, PCDH9, PCDH8, PCDHGC3, PCDH17",158,105,19113,8.064556962,0.144979804,0.017252791,0.3449804
GOTERM_BP_FAT,GO:0048858~cell projection morphogenesis,11,6.395348837,2.31E-04,"EGR2, ONECUT1, NKX2-8, PAX6, LHX4, SEMA3B, UNC5C, GAS1, SLIT2, RUNX3, EPHB2",141,245,13528,4.30765668,0.291461403,0.005129348,0.383170336
GOTERM_BP_FAT,GO:0032989~cellular component morphogenesis,14,8.139534884,2.42E-04,"SFRP5, BMP2, EGR2, ONECUT1, NKX2-8, PAX6, LHX4, SEMA3B, UNC5C, GAS1, PROX1, SLIT2, RUNX3, EPHB2",141,397,13528,3.383389606,0.303105659,0.005296534,0.401561374
GOTERM_BP_FAT,GO:0046620~regulation of organ growth,5,2.906976744,2.44E-04,"GATA4, TGFBR2, FOXC1, PROX1, BCL2L11",141,30,13528,15.99054374,0.305157135,0.005262475,0.404832951
GOTERM_BP_FAT,GO:0048667~cell morphogenesis involved in neuron differentiation,10,5.813953488,3.22E-04,"EGR2, NKX2-8, PAX6, LHX4, SEMA3B, UNC5C, GAS1, SLIT2, RUNX3, EPHB2",141,209,13528,4.590586718,0.381573215,0.006841865,0.534038205
GOTERM_BP_FAT,GO:0032990~cell part morphogenesis,11,6.395348837,3.28E-04,"EGR2, ONECUT1, NKX2-8, PAX6, LHX4, SEMA3B, UNC5C, GAS1, SLIT2, RUNX3, EPHB2",141,256,13528,4.122562057,0.387093972,0.006871265,0.543975792
UP_SEQ_FEATURE,domain:Cadherin 6,6,3.488372093,3.36E-04,"FAT1, PCDH10, PCDH9, PCDH8, PCDHGC3, PCDH17",158,73,19113,9.942604474,0.204588808,0.022629628,0.503745659
INTERPRO,"IPR013032:EGF-like region, conserved site",11,6.395348837,3.44E-04,"NOTCH3, TMEFF2, TMEFF1, FBLN1, THBD, FAT1, PCDH10, CNTNAP2, ITGB3, SLIT2, EPHB2",152,293,16659,4.11462637,0.112158661,0.023511636,0.468333649
GOTERM_BP_FAT,GO:0050769~positive regulation of neurogenesis,6,3.488372093,3.53E-04,"NTRK3, BMP2, PPARG, PAX6, SLIT2, EPHB2",141,59,13528,9.75694194,0.409238646,0.007283666,0.58474722
GOTERM_BP_FAT,GO:0001709~cell fate determination,5,2.906976744,3.56E-04,"ASCL1, POU6F2, PAX6, PROX1, KLF4",141,33,13528,14.53685794,0.411823285,0.00724388,0.589604064
GOTERM_BP_FAT,GO:0048812~neuron projection morphogenesis,10,5.813953488,3.71E-04,"EGR2, NKX2-8, PAX6, LHX4, SEMA3B, UNC5C, GAS1, SLIT2, RUNX3, EPHB2",141,213,13528,4.504378517,0.424405539,0.007436427,0.61355317
SMART,SM00132:LIM,7,4.069767442,3.72E-04,"PRICKLE1, FHL1, ZNF185, PDLIM4, LHX4, LHX6, TES",120,73,9079,7.254908676,0.034356049,0.017328157,0.40715645
GOTERM_BP_FAT,GO:0030902~hindbrain development,6,3.488372093,3.82E-04,"PHOX2A, ALDH1A2, EGR2, FOXA2, GAS1, WNT7A",141,60,13528,9.594326241,0.434176336,0.007564217,0.632510782
GOTERM_BP_FAT,GO:0007507~heart development,10,5.813953488,3.97E-04,"ALDH1A2, BMP2, SALL4, GATA4, TGFBR2, HOPX, PKD1, FOXC1, PTCH1, PROX1",141,215,13528,4.462477321,0.446465077,0.007751778,0.656818761
GOTERM_CC_FAT,GO:0044421~extracellular region part,20,11.62790698,3.97E-04,"BMP2, KL, GREM1, TNFSF9, SLIT2, SFRP5, DKK3, AMH, ADAMTS9, FBLN1, THBD, SFRP1, GSN, AKR1B1, SFRP4, PLA2G7, SCGB3A1, IGFBP3, WNT7A, CMTM3",109,960,12782,2.443042813,0.062679961,0.031847099,0.479883261
GOTERM_MF_FAT,GO:0003690~double-stranded DNA binding,7,4.069767442,4.04E-04,"KLF6, CDX2, FOXA2, NKX2-8, WT1, KLF4, FOXD3",130,97,12983,7.207057891,0.097236705,0.016904634,0.524863711
GOTERM_BP_FAT,GO:0007156~homophilic cell adhesion,8,4.651162791,4.20E-04,"FAT1, PCDH10, DSC3, PCDH9, PKD1, PCDH8, PCDHGC3, PCDH17",141,131,13528,5.859130529,0.465269399,0.008096812,0.695067977
GOTERM_BP_FAT,GO:0031016~pancreas development,5,2.906976744,4.48E-04,"ALDH1A2, ONECUT1, FOXA2, PDX1, PROX1",141,35,13528,13.70618034,0.487442827,0.008531895,0.741917172
INTERPRO,IPR002126:Cadherin,7,4.069767442,4.49E-04,"FAT1, PCDH10, DSC3, PCDH9, PCDH8, PCDHGC3, PCDH17",152,108,16659,7.103618421,0.144019672,0.025584993,0.611766696
INTERPRO,"IPR018933:Netrin module, non-TIMP type",4,2.325581395,4.52E-04,"SFRP5, SFRP1, SFRP2, SFRP4",152,17,16659,25.7879257,0.144870428,0.022109392,0.615666554
INTERPRO,IPR015526:Frizzled related,4,2.325581395,4.52E-04,"SFRP5, SFRP1, SFRP2, SFRP4",152,17,16659,25.7879257,0.144870428,0.022109392,0.615666554
SP_PIR_KEYWORDS,wnt signaling pathway,7,4.069767442,5.15E-04,"SFRP5, DKK3, DACT1, SFRP1, SFRP2, SFRP4, WNT7A",159,122,19235,6.941179503,0.109532465,0.007704079,0.656528332
SP_PIR_KEYWORDS,DNA binding,11,6.395348837,5.18E-04,"CDX2, SOX11, IRF8, GATA4, PPARG, PAX6, TFAP2A, PAX5, PDX1, ZFHX3, WT1",159,340,19235,3.913891972,0.109995098,0.007256562,0.659459607
GOTERM_BP_FAT,GO:0048639~positive regulation of developmental growth,4,2.325581395,5.50E-04,"NTRK3, TGFBR2, HOPX, PROX1",141,16,13528,23.9858156,0.559701478,0.010329851,0.909835318
GOTERM_BP_FAT,GO:0030324~lung development,7,4.069767442,5.62E-04,"ALDH1A2, FOXA2, NKX2-8, TGFBR2, HOPX, CUX1, PROX1",141,99,13528,6.783867039,0.567114191,0.010411438,0.92857979
GOTERM_MF_FAT,"GO:0003705~RNA polymerase II transcription factor activity, enhancer binding",5,2.906976744,5.84E-04,"FOXA2, IRF8, FOXC1, PROX1, ZFHX3",130,39,12983,12.80374753,0.137500706,0.020909857,0.758076696
GOTERM_BP_FAT,GO:0033273~response to vitamin,6,3.488372093,5.95E-04,"ALDH1A2, BMP2, GSN, PPARG, PTCH1, KLF4",141,66,13528,8.722114765,0.588061296,0.010889421,0.983316284
UP_SEQ_FEATURE,compositionally biased region:Poly-Pro,12,6.976744186,6.26E-04,"PHOX2A, FOXL2, CDX2, MARVELD1, SHISA3, IRX1, ID4, FOXC1, PDX1, ZFHX3, TP73, HIC1",158,413,19113,3.514819015,0.347220627,0.038032092,0.936618478
GOTERM_BP_FAT,GO:0007584~response to nutrient,8,4.651162791,6.26E-04,"ALDH1A2, CAV1, BMP2, GSN, PPARG, TGFBR2, PTCH1, KLF4",141,140,13528,5.482472138,0.60687813,0.011321227,1.034885963
GOTERM_BP_FAT,GO:0030323~respiratory tube development,7,4.069767442,6.58E-04,"ALDH1A2, FOXA2, NKX2-8, TGFBR2, HOPX, CUX1, PROX1",141,102,13528,6.584341538,0.625102069,0.011750912,1.087212346
GOTERM_BP_FAT,GO:0008589~regulation of smoothened signaling pathway,4,2.325581395,6.63E-04,"PTCH1, GAS1, ZIC1, RUNX2",141,17,13528,22.57488527,0.627908299,0.011700239,1.095492663
GOTERM_BP_FAT,GO:0010720~positive regulation of cell development,6,3.488372093,7.30E-04,"NTRK3, BMP2, PPARG, PAX6, SLIT2, EPHB2",141,69,13528,8.342892384,0.663137113,0.012719349,1.205043312
UP_SEQ_FEATURE,domain:NTR,4,2.325581395,7.47E-04,"SFRP5, SFRP1, SFRP2, SFRP4",158,22,19113,21.99424626,0.398686655,0.041500839,1.115948867
SP_PIR_KEYWORDS,cell adhesion,12,6.976744186,7.48E-04,"SRPX, OPCML, FAT1, PCDH10, DSC3, CNTNAP2, PCDH9, PCDH8, ITGB3, AJAP1, PCDHGC3, PCDH17",159,422,19235,3.440042922,0.154990316,0.0098574,0.951652978
UP_SEQ_FEATURE,domain:LIM zinc-binding 1,5,2.906976744,7.52E-04,"PRICKLE1, FHL1, LHX4, LHX6, TES",158,50,19113,12.09683544,0.400935727,0.038647698,1.124123974
UP_SEQ_FEATURE,domain:LIM zinc-binding 2,5,2.906976744,7.52E-04,"PRICKLE1, FHL1, LHX4, LHX6, TES",158,50,19113,12.09683544,0.400935727,0.038647698,1.124123974
GOTERM_BP_FAT,GO:0007369~gastrulation,6,3.488372093,7.80E-04,"FOXA2, GATA4, FOXC1, EXT1, KLF4, SLIT2",141,70,13528,8.223708207,0.687195874,0.013422798,1.286577293
GOTERM_MF_FAT,GO:0016563~transcription activator activity,13,7.558139535,7.83E-04,"KLF6, ONECUT1, GATA5, FOXA2, PPARG, GATA4, TFAP2A, FOXC1, PDX1, IRF4, RUNX2, KLF4, WT1",130,410,12983,3.166585366,0.179693511,0.024455649,1.013814692
UP_SEQ_FEATURE,domain:FZ,4,2.325581395,8.53E-04,"SFRP5, SFRP1, SFRP2, SFRP4",158,23,19113,21.03797468,0.440915994,0.04068188,1.27468506
GOTERM_BP_FAT,GO:0048663~neuron fate commitment,5,2.906976744,9.06E-04,"NOTCH3, ASCL1, FOXA2, PAX6, LHX6",141,42,13528,11.42181695,0.741079867,0.015411453,1.494300471
GOTERM_BP_FAT,GO:0033189~response to vitamin A,5,2.906976744,9.06E-04,"ALDH1A2, BMP2, PPARG, PTCH1, KLF4",141,42,13528,11.42181695,0.741079867,0.015411453,1.494300471
GOTERM_BP_FAT,GO:0003007~heart morphogenesis,6,3.488372093,9.44E-04,"ALDH1A2, BMP2, GATA4, FOXC1, PTCH1, PROX1",141,73,13528,7.885747595,0.755166704,0.015863484,1.555681874
GOTERM_BP_FAT,GO:0045926~negative regulation of growth,7,4.069767442,9.79E-04,"ALOX15B, PPARG, TNK1, PTCH1, SCGB3A1, GREM1, TP73",141,110,13528,6.105480335,0.767568338,0.016261378,1.612683083
GOTERM_BP_FAT,GO:0001568~blood vessel development,10,5.813953488,0.001012004,"RECK, CAV1, CDX2, TGFBR2, PKD1, PLCD1, FOXC1, PROX1, WT1, SLIT2",141,245,13528,3.916051527,0.778791504,0.01662306,1.66692237
GOTERM_BP_FAT,GO:0030900~forebrain development,8,4.651162791,0.001017033,"NOTCH3, ASCL1, ALDH1A2, SOX1, PAX6, LHX6, ID4, TP73",141,152,13528,5.04964539,0.780444455,0.016522963,1.675139862
INTERPRO,IPR006209:EGF,7,4.069767442,0.001054829,"NOTCH3, TMEFF2, TMEFF1, THBD, FAT1, CNTNAP2, SLIT2",152,127,16659,6.040872358,0.305916902,0.044619366,1.43063044
GOTERM_BP_FAT,GO:0001656~metanephros development,5,2.906976744,0.001081949,"BMP2, FOXC1, GREM1, WT1, SLIT2",141,44,13528,10.90264346,0.800706623,0.017379564,1.781162542
INTERPRO,IPR001134:Netrin domain,4,2.325581395,0.001131747,"SFRP5, SFRP1, SFRP2, SFRP4",152,23,16659,19.06064073,0.324164885,0.042600014,1.534205423
INTERPRO,"IPR012346:p53 and RUNT-type transcription factor, DNA-binding",3,1.744186047,0.001195386,"RUNX2, RUNX3, TP73",152,6,16659,54.79934211,0.338900492,0.04054042,1.619823839
GOTERM_BP_FAT,GO:0001944~vasculature development,10,5.813953488,0.001198703,"RECK, CAV1, CDX2, TGFBR2, PKD1, PLCD1, FOXC1, PROX1, WT1, SLIT2",141,251,13528,3.822440734,0.83256154,0.019033092,1.971576697
GOTERM_MF_FAT,GO:0016564~transcription repressor activity,11,6.395348837,0.001207702,"BMP2, CDX2, PPARG, HOPX, ID4, TCF4, CUX1, PROX1, ZFHX3, TWIST2, KLF4",130,316,12983,3.476460565,0.263416908,0.033399845,1.56051025
KEGG_PATHWAY,hsa04310:Wnt signaling pathway,8,4.651162791,0.001211676,"SFRP5, PRICKLE1, SFRP1, SFRP2, SFRP4, PPP2R5C, WNT7A, PRKCB",57,151,5085,4.7263855,0.086919095,0.086919095,1.264368796
GOTERM_BP_FAT,GO:0021532~neural tube patterning,4,2.325581395,0.001258596,"FOXA2, PAX6, PTCH1, GAS1",141,21,13528,18.27490713,0.84687321,0.019764715,2.069120702
GOTERM_BP_FAT,GO:0030278~regulation of ossification,6,3.488372093,0.001273195,"BMP2, EGR2, SFRP1, KL, RUNX2, TWIST2",141,78,13528,7.380250955,0.850172256,0.019783466,2.092883475
GOTERM_BP_FAT,GO:0021543~pallium development,5,2.906976744,0.001280003,"ASCL1, PAX6, LHX6, ID4, TP73",141,46,13528,10.42861548,0.851686314,0.019683142,2.10396286
GOTERM_BP_FAT,GO:0006928~cell motion,14,8.139534884,0.001298472,"ASCL1, EGR2, SOX1, VIM, PAX6, LHX4, SEMA3B, FOXC1, LHX6, UNC5C, GAS1, SLIT2, RUNX3, EPHB2",141,475,13528,2.827801418,0.855717353,0.019760714,2.134015045
SMART,SM00643:C345C,4,2.325581395,0.001305586,"SFRP5, SFRP1, SFRP2, SFRP4",120,17,9079,17.80196078,0.115564114,0.04010856,1.422928194
SP_PIR_KEYWORDS,neurogenesis,7,4.069767442,0.001316149,"NTRK3, ASCL1, SOX11, PAX5, LHX6, ZIC1, SLIT2",159,146,19235,5.800163694,0.256456872,0.016327925,1.668467183
UP_SEQ_FEATURE,domain:Kazal-like 1,3,1.744186047,0.00137041,"RECK, TMEFF2, TMEFF1",158,7,19113,51.84358047,0.606977954,0.060360798,2.039379804
GOTERM_BP_FAT,GO:0031175~neuron projection development,10,5.813953488,0.001374755,"EGR2, NKX2-8, PAX6, LHX4, SEMA3B, UNC5C, GAS1, SLIT2, RUNX3, EPHB2",141,256,13528,3.747783688,0.871238661,0.020699044,2.258043874
GOTERM_BP_FAT,GO:0048638~regulation of developmental growth,5,2.906976744,0.001387955,"NTRK3, GATA4, TGFBR2, HOPX, PROX1",141,47,13528,10.20673004,0.873749728,0.020686957,2.279489949
GOTERM_BP_FAT,GO:0045786~negative regulation of cell cycle,6,3.488372093,0.001507521,"BMP2, ALOX15B, BTG3, FOXC1, GAS1, RUNX3",141,81,13528,7.106908327,0.894379327,0.022228241,2.47355642
INTERPRO,IPR011991:Winged helix repressor DNA-binding,8,4.651162791,0.001592828,"FOXL2, FOXA2, IRF8, PAX6, PAX5, IRF4, ETV6, FOXD3",152,187,16659,4.688713763,0.423948392,0.048905297,2.15297429
